Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
146,2014,10,Rajasthan,Bundi,34.55,76.73,2220.84,172.99,368.76,2131.68,0.07,0.05,714.29,0,0,0,0.07,0.05,714.29,1.6,1.48,925,34.17,91.37,2673.98,0,0,0,0.72,2.03,2819.44,1.62,0.56,345.68,0,0,0,59.01,46.23,783.43,0.47,0.94,2000,4.82,1.35,280.08,53.44,38.8,726.05,0,0,0,0,0,0,0.02,0.01,500,0,0,0,84.52,90.6,1071.94,143.43,131.77,918.71,1.19,6.49,5453.78,0.09,0.01,111.11,0.45,2.15,2.6,0.13,0.04,10.96
146,2015,10,Rajasthan,Bundi,39.86,88.82,2228.3,154.91,646.2,4171.45,0.1,0.05,500,0,0,0,0.1,0.05,500,1.36,1.48,1088.24,29.72,86.4,2907.13,0,0,0,0.72,2.16,3000,2.36,2.66,1127.12,0.02,0.02,1000,89.54,56.6,632.2,0.52,1.04,2000,3.19,0.6,188.09,50.84,71.2,1400.47,0,0,0,0,0,0,0.04,0.06,1500,0,0,0,86.85,80.82,930.52,141.53,153.76,1086.41,1.2,11.03,9190.83,0.08,0.01,125,0.42,2.55,2.97,0.16,0.03,8.96
146,2016,10,Rajasthan,Bundi,44.35,118.52,2672.73,162.25,705.98,4351.23,0.17,0.1,604.79,0,0,0,0.17,0.1,604.79,1.13,1.35,1195.23,30.34,87.4,2880.55,0,0,0,1.04,3.43,3297.12,7.17,10.82,1509,0.06,0.05,692.31,123.74,88.61,716.06,0.44,0.91,2045.05,1.61,0.54,333.54,38.86,54.71,1408.06,0,0,0,0,0,0,0.06,0.1,1672.13,0,0,0,64.13,65.12,1015.53,0,0,0,1.01,8.61,8494.67,0.18,0.11,595.62,0.5,2.52,3.01,0.12,0.04,8.93
146,2017,10,Rajasthan,Bundi,47.01,133.1,2831.55,146.75,605.43,4125.67,0.1,0.06,585.86,0,0,0,0.1,0.06,585.86,0.92,1.57,1706.07,22.94,79.26,3454.63,0,0,0,1.89,6.28,3323.81,50.6,64.82,1281,0.01,0,714.29,149.72,96.57,645.01,0.39,0.76,1953.49,1.01,0.29,289.81,20.63,28.41,1377.11,0,0,0,0,0,1000,0.03,0.04,1357.14,0,0,0,23.94,34.01,1420.56,0,0,0,0.76,6.01,7853.07,0.27,0.03,99.03,0.52,2.42,2.94,0.05,0.04,6.57
147,2010,10,Rajasthan,Chittorgarh,1.28,2.57,2018.19,120.46,461.58,3831.97,9.13,5.93,649.26,0,0,0,9.13,5.93,649.26,0.02,0.03,1141.63,199.1,424.76,2133.43,0,0,0,7.64,19.22,2515.29,16.19,15.83,977.73,0.35,0.33,943.67,8.57,5.14,599.96,18.9,30.31,1603.9,6.93,2.81,405.96,54.96,74.41,1353.86,0,0,0,0.02,0,198.8,0.15,0.1,704.23,0,0,0,69.68,91.52,1313.5,176.97,209.94,1186.33,1.09,7.98,7321.01,6.66,3.89,583.61,0.06,1.85,1.92,0.02,4.83,22.36
147,2011,10,Rajasthan,Chittorgarh,0.91,1.71,1882.79,128.46,474.07,3690.46,8.45,8.64,1023.3,0,0,0,8.45,8.64,1023.3,0.03,0.03,1000,171.89,403.89,2349.69,0,0,0,8.41,25.47,3028.19,12.34,11.85,960.47,0.25,0.18,714.4,11.52,6.18,536.42,19.65,27.11,1379.66,7.63,1.45,189.54,42.38,59.1,1394.63,0,0,0,0.03,0.04,1333.33,0.1,0.06,585.06,0,0,0,83.58,115.65,1383.61,155.07,204.57,1319.16,1.16,8.88,7652.24,21.51,13.07,607.53,0.2,2.08,2.29,0.02,0.98,21.24
147,2012,10,Rajasthan,Chittorgarh,0.7,1.23,1761.85,131.08,529.86,4042.3,10.34,10.96,1059.95,0,0,0,10.34,10.96,1059.95,0.02,0.02,1000,157.49,413.28,2624.17,0,0,0,7.75,25.25,3259.06,12.29,12.48,1015.48,0.25,0.24,959.63,11.03,7.79,705.89,17.66,24.24,1372.49,6.39,1.9,297.73,57.66,85.67,1485.73,0,0,0,0,0,0,0.05,0.04,732.39,0,0,0,103.4,141.47,1368.15,186.18,253.89,1363.69,1.04,9.12,8765.96,18.47,1.92,104.14,0.1,1.79,1.89,0.02,0.54,27.35
147,2013,10,Rajasthan,Chittorgarh,0.69,1.48,2133.93,145.63,584.54,4013.81,10.48,10.06,960.25,0,0,0,10.48,10.06,960.25,0.01,0.01,1000,140.52,307.94,2191.45,0,0,0,8.63,28.74,3329.72,13.6,16.25,1194.66,0.22,0.09,393.76,10.14,5.12,505.08,17.39,15.97,918.36,4.61,0.73,158.22,62.68,89.38,1425.94,0,0,0,0,0,0,0.16,0.14,874.06,0,0,0,133.02,124.74,937.76,219.72,232.13,1056.47,1.03,10.89,10569.51,13.35,1.65,123.57,0.28,1.88,2.15,0.01,0.72,28.46
147,2014,10,Rajasthan,Chittorgarh,0.88,1.91,2178.02,165.98,488.14,2941.02,10.37,13.63,1313.95,0,0,0,10.37,13.63,1313.95,0.03,0.03,1000,121.56,311.61,2563.5,0,0,0,10.44,23.84,2284.73,10.94,11.43,1044.76,0.17,0.17,1000,10.78,9.71,900.55,12.9,15.16,1175.91,3.51,1.72,488.22,36.66,36.18,986.64,0,0,0,0.01,0.01,1000,0.32,0.31,969.1,0,0,0,156.84,189.74,1209.72,210.9,243.4,1154.08,1.37,12.19,8895.33,13.31,1.77,132.74,0.19,1.75,1.93,0.01,0.51,24.96
147,2015,10,Rajasthan,Chittorgarh,1.26,2.54,2015.79,146.89,498.13,3391.27,12.31,14.05,1141.93,0,0,0,12.31,14.05,1141.93,0.06,0.05,833.33,105.08,217.17,2066.68,0,0,0,9.62,26,2702.61,9.48,11.18,1179.57,0.25,0.16,623.13,13.54,9.08,670.37,11.75,11.51,979.19,2.88,0.49,168.71,49.93,63.02,1262.08,0,0,0,0.01,0,0,0.25,0.24,959.69,0,0,0,186.42,115.95,622.01,251.67,191.37,760.42,1.46,11.79,8087.97,11.51,1.14,98.76,0.1,2.75,2.85,0.07,0.88,23.43
147,2016,10,Rajasthan,Chittorgarh,1.13,1.79,1590.23,178.88,716.74,4006.8,13.7,12.45,909.28,0,0,0,13.7,12.45,909.28,0.23,0.23,995.61,125.9,183.98,1461.25,0,0,0,10.01,36.04,3599.63,11.72,17.56,1498,0.11,0.16,1405.66,14.71,10.17,691.43,16.94,14.47,854.13,2.56,0.3,116.2,45.08,69.91,1550.97,0,0,0,0,0,0,0.55,0.52,942.3,0,0,0,161.31,153.43,951.14,0,0,0,1.45,10.98,7566.68,10.56,7.65,724.89,0.17,1.93,2.09,0.01,0.66,24.45
147,2017,10,Rajasthan,Chittorgarh,1.35,3.12,2314.17,174.88,698.66,3995.12,13.33,14.43,1082.78,0,0,0,13.33,14.43,1082.78,0.03,0.03,870.01,120.76,352.3,2917.48,0,0,0,10.14,33.49,3303.69,22.85,32.34,1415.56,0.1,0.14,1449.18,17.75,12.12,682.55,18.83,31.88,1692.84,2.17,0.82,378.03,38.6,58.43,1513.69,0,0,0,0,0,0,0.84,0.94,1117.95,0,0,0,159.37,147.72,926.94,0,0,0,1.77,12.86,7247.61,12.31,1.45,117.52,0.16,5.59,5.76,0.02,3.88,23.12
148,2010,10,Rajasthan,Churu,0,0,0,27.5,64.77,2355.27,0,0,0,0,0,0,0,0,0,402.91,249.73,619.82,0,0,0,0,0,0,7.17,11.59,1616.46,358.73,222.81,621.11,0,0,0,457.84,150.63,329,25.25,44.63,1767.52,4.74,1.93,407.17,20.68,32.25,1559.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.43,81.59,1420.69,0,0,0,0,0,0,0.03,0.2,0.23,0,0.01,247.77
148,2011,10,Rajasthan,Churu,0,0,0,24.47,26.11,1067.02,0,0,0,0,0,0,0,0,0,404.19,293.96,727.28,0,0,0,0,0,0,5.03,7.21,1433.4,319.45,40.96,128.22,0,0,0,365.27,94.66,259.15,32.89,73.68,2240.19,3.99,0.78,195.49,24.1,4.45,184.65,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,61.05,78.94,1293.04,0,0,0,0.08,0.04,500,0.02,0.17,0.19,0,0.1,327.03
148,2012,10,Rajasthan,Churu,0,0,0,29.67,62.14,2094.37,0.03,0.02,666.67,0,0,0,0.03,0.02,666.67,275.6,149.71,543.21,0,0,0,0,0,0,7.57,17.14,2264.2,127.13,89.24,701.96,0,0,0,215.85,65.17,301.92,37.56,50.18,1336,2.88,0.24,83.33,29.64,42.99,1450.4,0,0,0,0.01,0.01,1000,0,0,0,0,0,0,0,0,0,74.51,93.58,1255.94,0,0,0,0.42,0.04,95.24,0,0.19,0.19,0,0.09,607.76
148,2013,10,Rajasthan,Churu,0,0,0,33.37,69.91,2095,0.03,0.02,666.67,0,0,0,0.03,0.02,666.67,326.23,185.27,567.91,0,0,0,0,0,0,7.08,16.45,2323.45,387.68,97.57,251.68,0,0,0,253.93,69.23,272.63,42.67,93.24,2185.14,2.52,0.3,119.05,32.25,32.55,1009.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,126.12,1616.92,0,0,0,0.3,0.03,100,0,0.29,0.29,0,0.23,525.74
148,2014,10,Rajasthan,Churu,0,0,0,32.07,51.94,1619.58,0,0,0,0,0,0,0,0,0,299.57,196.02,654.34,0,0,0,0,0,0,8.11,14.92,1839.7,219.69,68.55,312.03,0,0,0,267.28,111.15,415.86,49.71,100.39,2019.51,2.95,1.29,437.29,36.37,30.49,838.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.09,132.18,1483.67,0,0,0,0.61,0.06,98.36,0.01,0.49,0.5,0.01,0.39,519.09
148,2015,10,Rajasthan,Churu,0,0,0,32.86,74.16,2256.85,0,0,0,0,0,0,0,0,0,289.77,141.63,488.77,0,0,0,0,0,0,5.67,14.39,2537.92,113.17,42.05,371.56,0,0,0,413.67,114.38,276.51,47.16,101.2,2145.89,4.2,0.45,107.14,43.62,43.11,988.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.02,144.78,1523.68,0,0,0,0.61,0.05,81.97,0.01,3.95,3.96,0.01,0.04,393.99
148,2016,10,Rajasthan,Churu,0,0,0,35.14,71.74,2041.26,0,0,1000,0,0,0,0,0,1000,258.88,127.43,492.22,0,0,0,0,0,0,6.67,15.98,2394.07,219.11,76.13,347.46,0,0,0,602.74,179.84,298.37,52.51,134.04,2552.78,7.02,1.56,222.32,54.62,55.33,1013.05,0,0,0,0,0,0,0.03,0.01,400,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.51,596.14,0.04,1.1,1.14,0,0.98,209.55
148,2017,10,Rajasthan,Churu,0,0,0,33.49,73.28,2188.27,0,0,600,0,0,0,0,0,600,266.15,106.07,398.56,0,0,2000,0,0,0,7.73,17.79,2301.89,107.09,41.02,383.01,0,0,0,514.3,151.27,294.13,63.45,144.69,2280.29,7.57,1.21,159.91,72.9,75.82,1039.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.07,60.51,0.05,0.58,0.63,0,0.46,259.33
149,2010,10,Rajasthan,Dungarpur,13.73,9.06,659.87,37.33,58.1,1556.39,0.64,0.45,703.12,0,0,0,0.64,0.45,703.12,0.15,0.17,1133.33,89.06,130.46,1464.86,0,0,0,0.98,2.86,2918.37,13.57,12.59,927.78,2.07,1.12,541.06,12.87,7.88,612.28,0.01,0.01,1000,1.62,0.66,407.41,0.93,1.44,1548.39,0,0,0,0.03,0.02,666.67,0,0,0,0,0,0,1.21,1.76,1454.55,3.88,3.94,1015.46,0.08,0.96,12000,0.46,0.2,434.78,0,0.14,0.14,0,0.02,4.7
149,2011,10,Rajasthan,Dungarpur,22.03,17.13,777.58,45.09,90.79,2013.53,0.55,0.41,745.45,0,0,0,0.55,0.41,745.45,0.12,0.16,1333.33,82.21,39.69,482.79,0,0,0,1.1,3.12,2836.36,14.97,18.9,1262.53,1.85,0.22,118.92,14.41,5.25,364.33,0.04,0.08,2000,1.45,0.32,220.69,0.76,0.92,1210.53,0,0,0,0.55,0.12,218.18,0,0,0,0,0,0,2.02,3.12,1544.55,4.97,4.62,929.58,0.06,0.23,3833.33,1.03,0.54,524.27,0.02,0.18,0.2,0,0.01,4.59
149,2012,10,Rajasthan,Dungarpur,22.73,21.48,945.01,45.75,78.53,1716.5,0.39,0.24,615.38,0,0,0,0.39,0.24,615.38,0.09,0.08,888.89,79.06,68.52,866.68,0,0,0,1.16,3.61,3112.07,15.38,13.82,898.57,1.8,1.41,783.33,14.44,7.37,510.39,0.05,0.08,1600,1.25,0.17,136,0.93,1.28,1376.34,0,0,0,0.44,0.44,1000,0,0,0,0,0,0,3.91,5.52,1411.76,6.66,7.53,1130.63,0.05,0.55,11000,1.36,0.12,88.24,0,0.17,0.17,0,0,4.75
149,2013,10,Rajasthan,Dungarpur,22.89,25.09,1096.11,47.47,90.48,1906.05,0.46,0.29,630.43,0,0,0,0.46,0.29,630.43,0.04,0.04,1000,76.16,71.47,938.42,0,0,0,1.19,3.64,3058.82,16.7,18.37,1100,1.73,0.6,346.82,14.59,8.92,611.38,0.07,0.14,2000,1.2,0.18,150,0.93,1.21,1301.08,0,0,0,0.35,0.32,914.29,0,0,0,0,0,0,6.9,5.72,828.99,9.53,7.62,799.58,0.05,0.38,7600,1.17,0.12,102.56,0,0.17,0.17,0.02,0.03,5.27
149,2014,10,Rajasthan,Dungarpur,16.33,11.38,696.88,46.21,86.77,1877.73,0.4,0.3,750,0,0,0,0.4,0.3,750,0.02,0.03,1500,70.76,87.85,1241.52,0,0,0,0.97,2.73,2814.43,13.6,17.88,1314.71,1.5,0.43,286.67,12.14,8.16,672.16,0.06,0.11,1833.33,1.06,0.4,377.36,0.64,0.75,1171.88,0,0,0,0.36,0.33,916.67,0,0,0,0,0,0,18.53,19.2,1036.16,20.64,20.79,1007.27,0.04,0.3,7500,0.9,0.09,100,0,0.14,0.14,0,0.01,4.37
149,2015,10,Rajasthan,Dungarpur,16.36,11.02,673.59,43.95,79.3,1804.32,0.25,0.14,560,0,0,0,0.25,0.14,560,0.04,0.03,750,66.6,57.88,869.07,0,0,0,0.84,2.52,3000,10.84,10.92,1007.38,2.88,1.04,361.11,12.01,6.4,532.71,0.02,0.03,1500,1.27,0.19,149.61,0.44,0.56,1272.73,0,0,0,0.23,0.22,956.52,0,0,0,0,0,0,24.69,21.83,884.14,26.65,22.84,857.04,0.02,0.12,5200,0.68,0.06,88.24,0,0.14,0.14,0,0.02,4.22
149,2016,10,Rajasthan,Dungarpur,17.68,22.43,1268.54,46.99,97.79,2081.19,0.2,0.12,605,0,0,0,0.2,0.12,605,0.04,0.04,1000,63.66,87.49,1374.32,0,0,0,0.87,2.88,3296.68,11.87,13.83,1164.58,1.32,1.05,800.3,12.05,8.94,742.22,0.04,0.09,2046.51,1.23,0.43,347.4,0.44,0.67,1520.55,0,0,0,0.22,0.22,1000,0,0,0,0,0,0,29.19,35.66,1221.58,0,0,0,0.02,0.09,5312.5,0.62,0.14,230.47,0,0.15,0.15,0,0.01,4.22
149,2017,10,Rajasthan,Dungarpur,17.17,19.73,1149.47,47.73,110.6,2317.19,0.23,0.13,583.33,0,0,0,0.23,0.13,583.33,0.04,0.03,885.71,61.45,70.31,1144.17,0,0,0,0.88,2.92,3324.23,11.7,14.62,1248.91,1.32,1.02,772.38,12.12,9.34,770.98,0.04,0.08,1952.38,1.06,0.28,268.94,0.43,0.69,1613.58,0,0,0,0.16,0.16,1000,0,0,0,0,0,0,32.76,30.05,917.42,0,0,0,0.01,0.05,5811.11,0.59,0.06,99.05,0,0.13,0.14,0,0.02,4.03
150,2010,10,Rajasthan,Ganganagar,30.34,108.5,3576.14,463.18,1917.36,4139.56,0,0,0,0,0,0,0,0,0,109.13,99.38,910.66,0.03,0.07,2333.33,0,0,0,34.03,127.78,3754.92,297.97,225.7,757.46,0.53,0.13,245.28,187.94,90.02,478.98,8.53,15.76,1847.6,7.16,3.56,497.21,389.47,787.38,2021.67,0,0,0,4.82,6.63,1375.52,0,0,0,0,0,0,0,0,0,428.49,821.37,1916.89,2.52,17.37,6892.86,254.6,106.12,416.81,9.08,3.98,13.08,0.57,0,526.55
150,2011,10,Rajasthan,Ganganagar,31.32,99.15,3165.71,500.57,1897.49,3790.66,0.03,0.03,1000,0,0,0,0.03,0.03,1000,78.74,111.52,1416.31,0.02,0.02,1000,0,0,0,41.34,141.57,3424.53,247.98,151.88,612.47,0.09,0,0,106.34,53.57,503.76,9.1,20.15,2214.29,3.14,1.69,538.22,361.23,387.17,1071.81,0,0,0,8.66,12.13,1400.69,0,0,0,0,0,0,0,0,0,387.15,422.77,1092.01,2.8,19.38,6921.43,387.6,200.82,518.11,9.28,3.17,12.45,0.46,0.04,529.72
150,2012,10,Rajasthan,Ganganagar,29.01,79.68,2746.64,477.25,1821.61,3816.89,0.12,0.08,666.67,0,0,0,0.12,0.08,666.67,36.94,60.07,1626.15,0.02,0.04,2000,0,0,0,54.78,207.16,3781.67,170.2,157.9,927.73,0,0,0,48.91,39.25,802.49,6.02,14.7,2441.86,1.67,0.9,538.92,362.53,517.75,1428.16,0,0,0,1.51,1.87,1238.41,0.01,0.01,1000,0,0,0,0,0,0,383.09,540.17,1410.03,1.92,14.2,7395.83,303.83,28.36,93.34,9.56,3.05,12.61,0.31,0.04,865.81
150,2013,10,Rajasthan,Ganganagar,32.28,122.69,3800.81,510.52,1981,3880.36,0.13,0.08,615.38,0,0,0,0.13,0.08,615.38,34.93,36.6,1047.81,0.08,0.12,1500,0,0,0,64.21,238.04,3707.21,181.5,147.06,810.25,0,0,0,35.25,21.06,597.45,8.92,19.32,2165.92,0.76,0.18,236.84,312.62,494.77,1582.66,0,0,0,0.29,0.64,2206.9,0.04,0.03,750,0,0,0,0,0,0,325.58,515.8,1584.25,1.55,9.06,5845.16,193.93,18.7,96.43,9.59,2.64,12.23,0.52,0.06,1117.23
150,2014,10,Rajasthan,Ganganagar,39.42,139.12,3529.17,511.87,1824.3,3563.99,0.07,0.05,714.29,0,0,0,0.07,0.05,714.29,36.3,47.29,1302.75,0.08,0.13,1625,0,0,0,101.51,328.71,3238.2,136.61,125.29,917.14,0,0,0,42.25,29.25,692.31,8.83,17.33,1962.63,1.3,0.5,384.62,289.26,418.12,1445.48,0,0,0,0.26,0.62,2384.62,0.02,0.02,1000,0,0,0,0.01,0.01,1000,302.43,437.54,1446.75,1.76,13.68,7772.73,240.55,24.07,100.06,9.73,3.1,12.83,0.67,0.09,1098.95
150,2015,10,Rajasthan,Ganganagar,45.9,133.06,2898.91,518.29,2011.39,3880.82,0.2,0.11,550,0,0,0,0.2,0.11,550,31.21,25.44,815.12,0.02,0.03,1500,0,0,0,48.27,163.01,3377.05,156.16,129.1,826.72,0.06,0.06,1000,82.68,37.12,448.93,9.89,17.78,1797.78,3.69,1.16,314.36,366.12,561.8,1534.47,0,0,0,1.1,2.13,1936.36,0,0.01,0,0,0,0,0.01,0.01,700,384.31,584.19,1520.1,2.36,21.58,9142.46,204.81,17.38,84.86,9.96,4.85,14.81,0.86,0.36,1162.66
150,2016,10,Rajasthan,Ganganagar,48.22,140.27,2908.67,488.58,1953.38,3998.08,0.24,0.14,604.26,0,0,0,0.24,0.14,604.26,56.27,35.82,636.46,0.22,0.33,1500,0,0,0,51.87,195.03,3760.25,200.37,164.41,820.54,5,7.04,1408.85,231.39,105.68,456.71,27.48,43.27,1574.44,2.01,0.78,388.17,354.07,520.27,1469.41,0,0,0,2.24,5.71,2544.12,0.05,0.05,1020.41,0,0,0,0,0,0,0,0,0,3.53,24.26,6874.04,250.01,149.02,596.04,10.53,4.22,14.75,1.05,0.11,754.07
150,2017,10,Rajasthan,Ganganagar,42.18,127.29,3017.4,506.64,2138.57,4221.05,0.36,0.21,584.02,0,0,0,0.36,0.21,584.02,46.02,32.08,697.15,0.07,0.14,2013.89,0,0,0,71.73,278.46,3882.09,196.46,165.41,841.97,0.13,0.19,1523.81,120.76,60.5,501.02,26.87,54.3,2021.14,1.93,0.61,316.39,302.85,519.16,1714.23,0,0,0,1.91,4.87,2554.51,0.06,0.09,1387.1,0,0,0,0,0,0,0,0,0,2.11,14.43,6837.9,315.65,32.61,103.3,11.28,3.94,15.22,0.63,0.13,827.01
151,2010,10,Rajasthan,Jaipur,0,0,0,253.32,926.12,3655.93,47.3,29.36,620.72,0,0,0,47.3,29.36,620.72,471.24,646.64,1372.21,4.21,7.54,1790.97,0,0,0,72.87,270.84,3716.76,114.77,201.51,1755.77,0.28,0.15,535.71,95.64,65.59,685.8,61.22,115.01,1878.63,28.86,9.45,327.44,201.31,287.57,1428.49,0,0,0,0.02,0.02,1000,0.02,0.01,500,0,0,0,0,0,0,386.51,453.03,1172.1,0.04,0.26,6500,0.1,0.04,400,3.18,31.92,35.1,0.04,2.59,70.96
151,2011,10,Rajasthan,Jaipur,0,0,0,235.96,792.71,3359.51,32.18,20.86,648.23,0,0,0,32.18,20.86,648.23,456,722.26,1583.9,4.3,5.57,1295.35,0,0,0,67.54,186.99,2768.58,115.59,105.31,911.06,0.44,0.18,409.09,132.43,59.63,450.28,70.06,127.5,1819.87,25.94,6.76,260.6,206.48,221.99,1075.12,0,0,0,0.03,0.03,1000,0,0,0,0,0,0,0.01,0.01,1000,317.4,362.01,1140.55,0.05,0.39,7800,0.11,0.06,545.45,3.88,31.45,35.34,0.04,2.96,64.03
151,2012,10,Rajasthan,Jaipur,0,0,0,242.4,849.14,3503.05,32.53,19.35,594.84,0,0,0,32.53,19.35,594.84,435.99,675.01,1548.22,3.05,3.42,1121.31,0,0,0,69.94,207.84,2971.69,115.87,182.31,1573.4,0.49,0.43,877.55,71.19,12.56,176.43,60.39,99.65,1650.11,20.91,5.77,275.94,199.21,253.57,1272.88,0,0,0,0.02,0.02,1000,0.01,0.01,1000,0,0,0,0,0,0,289.93,363.77,1254.68,0.04,0.34,8500,0.21,0.02,95.24,3.64,31.59,35.22,0.02,2.55,85.9
151,2013,10,Rajasthan,Jaipur,0,0,0,249.28,829.29,3326.74,36.76,38.43,1045.43,0,0,0,36.76,38.43,1045.43,434.52,684.5,1575.3,3.21,4.51,1404.98,0,0,0,68.73,195.81,2848.97,162.62,203.99,1254.4,0.64,0.65,1015.63,110.03,93.43,849.13,59.29,107.6,1814.81,16.44,5.25,319.34,193.44,242.3,1252.58,0,0,0,0.01,0.01,1000,0.4,0.37,925,0,0,0,0,0,0,288.47,366.56,1270.7,0.03,0.24,8000,0.07,0.01,142.86,3.88,23.84,27.72,0.02,3.54,105.49
151,2014,10,Rajasthan,Jaipur,0,0,0,261.29,876.01,3352.64,46.28,29.94,646.93,0,0,0,46.28,29.94,646.93,433.43,734.72,1695.13,2.32,2.74,1181.03,0,0,0,67.33,207.05,3075.15,137.55,110.46,803.05,0.64,0.65,1015.62,95.13,60.09,631.66,48.73,82.19,1686.64,14.74,4.49,304.61,179.22,211.74,1181.45,0,0,0,0.01,0.01,1000,0,0,0,0,0,0,0,0,0,253.43,303.49,1197.53,0.03,0.4,13333.33,0.21,0.02,95.24,3.25,23.82,27.07,0.03,3.59,93.1
151,2015,10,Rajasthan,Jaipur,0,0,0,249.96,857.01,3428.59,46.48,22.62,486.66,0,0,0,46.48,22.62,486.66,446.7,525.32,1176,2.45,3.74,1526.53,0,0,0,61.56,197.6,3209.88,26.36,25.76,977.24,0.93,0.38,408.6,110.99,65.16,587.02,50.45,71.77,1422.6,18.8,4.48,238.3,146.26,174.89,1195.75,0,0,0,0.01,0.01,1000,0.06,0.11,1833.33,0,0,0,0,0,666.67,219.46,253.17,1153.6,0.04,0.35,8650,0.15,0.01,66.67,2.86,28.26,31.12,0,4.48,104.13
151,2016,10,Rajasthan,Jaipur,0,0,0,259.72,987.99,3804.11,42.19,27.11,642.54,0,0,0,42.19,27.11,642.54,453.51,737.14,1625.4,1.98,2.97,1497.98,0,0,0,62.69,210.84,3363.07,114.84,126.93,1105.26,0.28,0.11,371.93,118.8,96.04,808.4,43.62,73.99,1696.2,13.11,4.39,334.94,154.69,222.22,1436.51,0,0,0,0,0,1000,0,0,1000,0,0,0,0.01,0.01,1000,0,0,0,0.03,0.19,7126.92,0.1,0.06,595.67,2.96,25.98,28.95,0.04,4,91.43
151,2017,10,Rajasthan,Jaipur,0,0,0,231.45,902.77,3900.51,37.15,16,430.66,0,0,0,37.15,16,430.66,449.22,653.29,1454.28,1.99,2.6,1306.65,0,0,0,57.27,203.02,3544.87,36.12,39.6,1096.37,0.09,0.06,630.43,141.88,72,507.5,41.26,68.99,1671.89,11.72,4.3,366.6,116.24,213.4,1835.77,0,0,0,0,0,1000,0.01,0,833.33,0,0,0,0,0,1000,0,0,0,0.04,0.26,7035.14,0.2,0.02,98.68,2.15,26.95,29.1,0.02,3.95,86.22
